prompt,correct_answer,incorrect_answer,correct_log_prob,incorrect_log_prob,correct_token_len,incorrect_token_len,logprob_diff,logprob_diff_normalized,success,generated,score_method,success_metric,threshold,threshold_metric,prompt_id,behaviour,behaviour_type,physics_concept,concept_index,template_idx,difficulty,answer_format,surface_family,keyword_free,level,level_label,group_id,level_group,cue_type,cue_set,relation_type,concept_route,wording_variant,test_type,abstraction_level,inference_steps,has_alpha_keyword,has_beta_keyword,has_helium_ref,has_electron_ref,has_isotope,keyword_type,semantic_equivalence_group,ic_concept_group,contrastive_pair_id,contrastive_role,is_anchor,is_kw_variant,is_auxiliary,prompt_format,evidence_completeness,is_uniquely_determining,notes
A nucleus undergoes a decay process. The emitted particle carries a single unit of negative charge and the product nucleus has Z increased by 1. Is the decay type alpha or beta?, beta, alpha,-14.114060401916504,-14.844219207763672,1,1,0.730158805847168,0.730158805847168,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR4-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,easy,x_or_y,L2-BR4,True,2.0,relation_process,L2-BR4,L2-BR4,,"['emitted_charge_minus1', 'daughter_z_plus1']",charge_plus_z_change,,2,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR4,beta,,,False,False,False,emission,single,True,
A nucleus undergoes a decay process. A negatively charged particle is emitted and the daughter element is one position to the right in the periodic table. Is the decay type alpha or beta?, beta, alpha,-14.645589828491211,-15.638099670410156,1,1,0.9925098419189453,0.9925098419189453,True,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR4-v03,physics_decay_type_probe,latent_state_probing,beta_decay,1,3,easy,x_or_y,L2-BR4,True,2.0,relation_process,L2-BR4,L2-BR4,,"['emitted_charge_minus1', 'daughter_z_plus1']",charge_plus_z_change,,3,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR4,beta,,,False,False,False,emission,single,True,
A nucleus undergoes a decay process. The emitted particle has charge −1e and the number of protons in the nucleus increases by 1. Is the decay type alpha or beta?, beta, alpha,-17.309059143066406,-17.519079208374023,1,1,0.2100200653076172,0.2100200653076172,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR4-v04,physics_decay_type_probe,latent_state_probing,beta_decay,1,4,easy,x_or_y,L2-BR4,True,2.0,relation_process,L2-BR4,L2-BR4,,"['emitted_charge_minus1', 'daughter_z_plus1']",charge_plus_z_change,,4,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR4,beta,,,False,False,False,emission,single,True,
"A nucleus undergoes a decay process. A −1e particle is emitted, and the daughter has Z+1. Is the decay type alpha or beta?", beta, alpha,-13.91430950164795,-15.079524993896484,1,1,1.1652154922485352,1.1652154922485352,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR4-v05,physics_decay_type_probe,latent_state_probing,beta_decay,1,5,easy,x_or_y,L2-BR4,True,2.0,relation_process,L2-BR4,L2-BR4,,"['emitted_charge_minus1', 'daughter_z_plus1']",charge_plus_z_change,,5,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR4,beta,,,False,False,False,emission,single,True,
"A nucleus undergoes a decay process. The emitted particle carries charge −1e, leaving a daughter nucleus with atomic number increased by 1. Is the decay type alpha or beta?", beta, alpha,-17.333967208862305,-17.583890914916992,1,1,0.2499237060546875,0.2499237060546875,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR4-v06,physics_decay_type_probe,latent_state_probing,beta_decay,1,6,easy,x_or_y,L2-BR4,True,2.0,relation_process,L2-BR4,L2-BR4,,"['emitted_charge_minus1', 'daughter_z_plus1']",charge_plus_z_change,,6,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR4,beta,,,False,False,False,emission,single,True,
"A nucleus undergoes a decay process. The decay releases a −1e particle, moving the element 1 place to the right. Is the decay type alpha or beta?", beta, alpha,-13.759291648864746,-15.615486145019531,1,1,1.8561944961547852,1.8561944961547852,True,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR4-v07,physics_decay_type_probe,latent_state_probing,beta_decay,1,7,easy,x_or_y,L2-BR4,True,2.0,relation_process,L2-BR4,L2-BR4,,"['emitted_charge_minus1', 'daughter_z_plus1']",charge_plus_z_change,,7,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR4,beta,,,False,False,False,emission,single,True,
A nucleus undergoes a decay process. Charge −1e leaves the nucleus; the daughter has Z+1. Is the decay type alpha or beta?, beta, alpha,-14.954023361206055,-15.563612937927246,1,1,0.6095895767211914,0.6095895767211914,True,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR4-v08,physics_decay_type_probe,latent_state_probing,beta_decay,1,8,easy,x_or_y,L2-BR4,True,2.0,relation_process,L2-BR4,L2-BR4,,"['emitted_charge_minus1', 'daughter_z_plus1']",charge_plus_z_change,,8,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR4,beta,,,False,False,False,emission,single,True,
A nucleus undergoes a decay process. The emitted particle has charge −1e and the daughter nucleus has the same mass number as the parent. Is the decay type alpha or beta?, beta, alpha,-18.510080337524414,-18.07279396057129,1,1,-0.437286376953125,-0.437286376953125,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR5-v01,physics_decay_type_probe,latent_state_probing,beta_decay,1,1,easy,x_or_y,L2-BR5,True,2.0,relation_process,L2-BR5,L2-BR5,,"['emitted_charge_minus1', 'daughter_a_unchanged']",charge_plus_a_unchanged,,1,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR5,beta,,,False,False,False,emission,single,True,
A nucleus undergoes a decay process. The emitted particle carries −1e of charge and A is conserved. Is the decay type alpha or beta?, beta, alpha,-16.50872039794922,-16.55254364013672,1,1,0.0438232421875,0.0438232421875,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR5-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,easy,x_or_y,L2-BR5,True,2.0,relation_process,L2-BR5,L2-BR5,,"['emitted_charge_minus1', 'daughter_a_unchanged']",charge_plus_a_unchanged,,2,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR5,beta,,,False,False,False,emission,single,True,
A nucleus undergoes a decay process. A −1e particle is emitted; the daughter retains the same mass number. Is the decay type alpha or beta?, beta, alpha,-14.040011405944824,-15.286422729492188,1,1,1.2464113235473633,1.2464113235473633,True,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR5-v03,physics_decay_type_probe,latent_state_probing,beta_decay,1,3,easy,x_or_y,L2-BR5,True,2.0,relation_process,L2-BR5,L2-BR5,,"['emitted_charge_minus1', 'daughter_a_unchanged']",charge_plus_a_unchanged,,3,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR5,beta,,,False,False,False,emission,single,True,
"A nucleus undergoes a decay process. The particle released carries −1e of charge, and the nucleon count is unchanged. Is the decay type alpha or beta?", beta, alpha,-16.529529571533203,-17.369386672973633,1,1,0.8398571014404297,0.8398571014404297,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR5-v04,physics_decay_type_probe,latent_state_probing,beta_decay,1,4,easy,x_or_y,L2-BR5,True,2.0,relation_process,L2-BR5,L2-BR5,,"['emitted_charge_minus1', 'daughter_a_unchanged']",charge_plus_a_unchanged,,4,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR5,beta,,,False,False,False,emission,single,True,
A nucleus undergoes a decay process. The emitted particle has charge −1e; no nucleons are gained or lost. Is the decay type alpha or beta?, beta, alpha,-16.119884490966797,-16.328861236572266,1,1,0.20897674560546875,0.20897674560546875,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR5-v05,physics_decay_type_probe,latent_state_probing,beta_decay,1,5,easy,x_or_y,L2-BR5,True,2.0,relation_process,L2-BR5,L2-BR5,,"['emitted_charge_minus1', 'daughter_a_unchanged']",charge_plus_a_unchanged,,5,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR5,beta,,,False,False,False,emission,single,True,
"A nucleus undergoes a decay process. A singly negatively charged particle is emitted, and the mass number does not change. Is the decay type alpha or beta?", beta, alpha,-16.685190200805664,-16.646564483642578,1,1,-0.03862571716308594,-0.03862571716308594,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR5-v06,physics_decay_type_probe,latent_state_probing,beta_decay,1,6,easy,x_or_y,L2-BR5,True,2.0,relation_process,L2-BR5,L2-BR5,,"['emitted_charge_minus1', 'daughter_a_unchanged']",charge_plus_a_unchanged,,6,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR5,beta,,,False,False,False,emission,single,True,
"A nucleus undergoes a decay process. The daughter nucleus has atomic number 1 greater than the parent, and an antineutrino is emitted. Is the decay type alpha or beta?", beta, alpha,-16.067943572998047,-16.680438995361328,1,1,0.6124954223632812,0.6124954223632812,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR6-v01,physics_decay_type_probe,latent_state_probing,beta_decay,1,1,medium,x_or_y,L2-BR6,True,2.0,relation_process,L2-BR6,L2-BR6,,"['daughter_z_plus1', 'antineutrino_emitted']",z_plus1_with_antineutrino,,1,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR6,beta,,,False,False,False,daughter,single,True,
"A nucleus undergoes a decay process. After the decay, Z increases by 1 and an antineutrino is produced. Is the decay type alpha or beta?", beta, alpha,-14.792163848876953,-15.389091491699219,1,1,0.5969276428222656,0.5969276428222656,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR6-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,medium,x_or_y,L2-BR6,True,2.0,relation_process,L2-BR6,L2-BR6,,"['daughter_z_plus1', 'antineutrino_emitted']",z_plus1_with_antineutrino,,2,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR6,beta,,,False,False,False,daughter,single,True,
"A nucleus undergoes a decay process. The product nucleus has one more proton, and an antineutrino is released. Is the decay type alpha or beta?", beta, alpha,-15.951092720031738,-16.603130340576172,1,1,0.6520376205444336,0.6520376205444336,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR6-v03,physics_decay_type_probe,latent_state_probing,beta_decay,1,3,medium,x_or_y,L2-BR6,True,2.0,relation_process,L2-BR6,L2-BR6,,"['daughter_z_plus1', 'antineutrino_emitted']",z_plus1_with_antineutrino,,3,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR6,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The daughter has Z+1 relative to the parent; the decay also produces an antineutrino. Is the decay type alpha or beta?, beta, alpha,-13.386238098144531,-14.649467468261719,1,1,1.2632293701171875,1.2632293701171875,True,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR6-v04,physics_decay_type_probe,latent_state_probing,beta_decay,1,4,medium,x_or_y,L2-BR6,True,2.0,relation_process,L2-BR6,L2-BR6,,"['daughter_z_plus1', 'antineutrino_emitted']",z_plus1_with_antineutrino,,4,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR6,beta,,,False,False,False,daughter,single,True,
"A nucleus undergoes a decay process. Z increases by 1 in the daughter nucleus, accompanied by antineutrino emission. Is the decay type alpha or beta?", beta, alpha,-13.892662048339844,-14.973273277282715,1,1,1.080611228942871,1.080611228942871,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR6-v05,physics_decay_type_probe,latent_state_probing,beta_decay,1,5,medium,x_or_y,L2-BR6,True,2.0,relation_process,L2-BR6,L2-BR6,,"['daughter_z_plus1', 'antineutrino_emitted']",z_plus1_with_antineutrino,,5,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR6,beta,,,False,False,False,daughter,single,True,
"A nucleus undergoes a decay process. The daughter is one atomic number higher, and an antineutrino is emitted alongside the decay. Is the decay type alpha or beta?", beta, alpha,-15.191649436950684,-15.994402885437012,1,1,0.8027534484863281,0.8027534484863281,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR6-v06,physics_decay_type_probe,latent_state_probing,beta_decay,1,6,medium,x_or_y,L2-BR6,True,2.0,relation_process,L2-BR6,L2-BR6,,"['daughter_z_plus1', 'antineutrino_emitted']",z_plus1_with_antineutrino,,6,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR6,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The nucleus gains one proton (Z+1) and releases an antineutrino. Is the decay type alpha or beta?, beta, alpha,-14.409116744995117,-15.996330261230469,1,1,1.5872135162353516,1.5872135162353516,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR6-v07,physics_decay_type_probe,latent_state_probing,beta_decay,1,7,medium,x_or_y,L2-BR6,True,2.0,relation_process,L2-BR6,L2-BR6,,"['daughter_z_plus1', 'antineutrino_emitted']",z_plus1_with_antineutrino,,7,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR6,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The decay increases Z by 1 and emits an antineutrino. Is the decay type alpha or beta?, beta, alpha,-13.02348804473877,-14.063178062438965,1,1,1.0396900177001953,1.0396900177001953,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR6-v08,physics_decay_type_probe,latent_state_probing,beta_decay,1,8,medium,x_or_y,L2-BR6,True,2.0,relation_process,L2-BR6,L2-BR6,,"['daughter_z_plus1', 'antineutrino_emitted']",z_plus1_with_antineutrino,,8,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR6,beta,,,False,False,False,daughter,single,True,
"A nucleus undergoes a decay process. A neutron converts into a proton, and the daughter nucleus has atomic number 1 greater than the parent. Is the decay type alpha or beta?", beta, alpha,-13.210868835449219,-15.305785179138184,1,1,2.094916343688965,2.094916343688965,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR7-v01,physics_decay_type_probe,latent_state_probing,beta_decay,1,1,easy,x_or_y,L2-BR7,True,2.0,relation_process,L2-BR7,L2-BR7,,['daughter_z_plus1'],n_to_p_plus_z_plus1,,1,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR7,beta,,,False,False,False,process,single,True,Process+outcome: links n→p transformation explicitly to Z+1 result.
"A nucleus undergoes a decay process. A neutron transforms into a proton within the nucleus; as a result, Z increases by 1. Is the decay type alpha or beta?", beta, alpha,-11.200919151306152,-14.290741920471191,1,1,3.089822769165039,3.089822769165039,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR7-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,easy,x_or_y,L2-BR7,True,2.0,relation_process,L2-BR7,L2-BR7,,['daughter_z_plus1'],n_to_p_plus_z_plus1,,2,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR7,beta,,,False,False,False,process,single,True,Process+outcome: links n→p transformation explicitly to Z+1 result.
A nucleus undergoes a decay process. The neutron-to-proton conversion leads to a daughter with one more proton than the parent. Is the decay type alpha or beta?, beta, alpha,-13.663593292236328,-15.70841121673584,1,1,2.0448179244995117,2.0448179244995117,True,"Also, why does the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR7-v03,physics_decay_type_probe,latent_state_probing,beta_decay,1,3,easy,x_or_y,L2-BR7,True,2.0,relation_process,L2-BR7,L2-BR7,,['daughter_z_plus1'],n_to_p_plus_z_plus1,,3,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR7,beta,,,False,False,False,process,single,True,Process+outcome: links n→p transformation explicitly to Z+1 result.
"A nucleus undergoes a decay process. One neutron becomes one proton, producing a daughter nucleus with Z+1. Is the decay type alpha or beta?", beta, alpha,-12.742733001708984,-15.083410263061523,1,1,2.340677261352539,2.340677261352539,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR7-v04,physics_decay_type_probe,latent_state_probing,beta_decay,1,4,easy,x_or_y,L2-BR7,True,2.0,relation_process,L2-BR7,L2-BR7,,['daughter_z_plus1'],n_to_p_plus_z_plus1,,4,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR7,beta,,,False,False,False,process,single,True,Process+outcome: links n→p transformation explicitly to Z+1 result.
A nucleus undergoes a decay process. The conversion of a neutron into a proton results in the daughter having one more proton. Is the decay type alpha or beta?, beta, alpha,-13.566934585571289,-15.616416931152344,1,1,2.0494823455810547,2.0494823455810547,True,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR7-v05,physics_decay_type_probe,latent_state_probing,beta_decay,1,5,easy,x_or_y,L2-BR7,True,2.0,relation_process,L2-BR7,L2-BR7,,['daughter_z_plus1'],n_to_p_plus_z_plus1,,5,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR7,beta,,,False,False,False,process,single,True,Process+outcome: links n→p transformation explicitly to Z+1 result.
A nucleus undergoes a decay process. A neutron-to-proton change raises Z by 1 in the daughter nucleus. Is the decay type alpha or beta?, beta, alpha,-12.286462783813477,-14.464679718017578,1,1,2.1782169342041016,2.1782169342041016,True,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR7-v06,physics_decay_type_probe,latent_state_probing,beta_decay,1,6,easy,x_or_y,L2-BR7,True,2.0,relation_process,L2-BR7,L2-BR7,,['daughter_z_plus1'],n_to_p_plus_z_plus1,,6,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR7,beta,,,False,False,False,process,single,True,Process+outcome: links n→p transformation explicitly to Z+1 result.
"A nucleus undergoes a decay process. The decay: a neutron becomes a proton, increasing the atomic number by 1. Is the decay type alpha or beta?", beta, alpha,-10.70815658569336,-13.853314399719238,1,1,3.145157814025879,3.145157814025879,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR7-v07,physics_decay_type_probe,latent_state_probing,beta_decay,1,7,easy,x_or_y,L2-BR7,True,2.0,relation_process,L2-BR7,L2-BR7,,['daughter_z_plus1'],n_to_p_plus_z_plus1,,7,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR7,beta,,,False,False,False,process,single,True,Process+outcome: links n→p transformation explicitly to Z+1 result.
"A nucleus undergoes a decay process. A neutron inside the nucleus converts to a proton, giving the daughter Z+1. Is the decay type alpha or beta?", beta, alpha,-11.831215858459473,-14.649948120117188,1,1,2.818732261657715,2.818732261657715,True,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR7-v08,physics_decay_type_probe,latent_state_probing,beta_decay,1,8,easy,x_or_y,L2-BR7,True,2.0,relation_process,L2-BR7,L2-BR7,,['daughter_z_plus1'],n_to_p_plus_z_plus1,,8,"['SE', 'IC']",2,2,False,False,False,False,False,,L2-BR7,beta,,,False,False,False,process,single,True,Process+outcome: links n→p transformation explicitly to Z+1 result.
"A nucleus undergoes a decay process. The emitted particle has charge −1e and the daughter nucleus has Z+1 and unchanged mass number, with an antineutrino also emitted. Is the decay type alpha or beta?", beta, alpha,-16.65998077392578,-17.521862030029297,1,1,0.8618812561035156,0.8618812561035156,True,"Additionally, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR8-v01,physics_decay_type_probe,latent_state_probing,beta_decay,1,1,easy,x_or_y,L2-BR8,True,2.0,relation_process,L2-BR8,L2-BR8,,"['emitted_charge_minus1', 'daughter_z_plus1', 'daughter_a_unchanged', 'antineutrino_emitted']",full_beta_process_spec,,1,"['SE', 'IC']",2,1,False,False,False,False,False,,L2-BR8,beta,,,False,False,False,process,combination,True,
"A nucleus undergoes a decay process. A particle with charge −1e is emitted, a neutron converts to a proton, Z increases by 1, A is conserved, and an antineutrino is released. Is the decay type alpha or beta?", beta, alpha,-14.133366584777832,-16.062610626220703,1,1,1.929244041442871,1.929244041442871,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR8-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,easy,x_or_y,L2-BR8,True,2.0,relation_process,L2-BR8,L2-BR8,,"['emitted_charge_minus1', 'daughter_z_plus1', 'daughter_a_unchanged', 'antineutrino_emitted']",full_beta_process_spec,,2,"['SE', 'IC']",2,1,False,False,False,False,False,,L2-BR8,beta,,,False,False,False,process,combination,True,
"A nucleus undergoes a decay process. The decay emits a particle of charge −1e accompanied by an antineutrino, increasing Z by 1 while A stays the same. Is the decay type alpha or beta?", beta, alpha,-14.768797874450684,-16.042943954467773,1,1,1.2741460800170898,1.2741460800170898,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR8-v03,physics_decay_type_probe,latent_state_probing,beta_decay,1,3,easy,x_or_y,L2-BR8,True,2.0,relation_process,L2-BR8,L2-BR8,,"['emitted_charge_minus1', 'daughter_z_plus1', 'daughter_a_unchanged', 'antineutrino_emitted']",full_beta_process_spec,,3,"['SE', 'IC']",2,1,False,False,False,False,False,,L2-BR8,beta,,,False,False,False,process,combination,True,
"A nucleus undergoes a decay process. The emitted particle carries −1e, the atomic number of the daughter is 1 greater than the parent, the mass number is unchanged, and an antineutrino exits. Is the decay type alpha or beta?", beta, alpha,-15.25635814666748,-16.633420944213867,1,1,1.3770627975463867,1.3770627975463867,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR8-v04,physics_decay_type_probe,latent_state_probing,beta_decay,1,4,easy,x_or_y,L2-BR8,True,2.0,relation_process,L2-BR8,L2-BR8,,"['emitted_charge_minus1', 'daughter_z_plus1', 'daughter_a_unchanged', 'antineutrino_emitted']",full_beta_process_spec,,4,"['SE', 'IC']",2,1,False,False,False,False,False,,L2-BR8,beta,,,False,False,False,process,combination,True,
"A nucleus undergoes a decay process. The decay: emitted particle charge −1e, daughter Z+1, A unchanged, antineutrino co-emitted. Is the decay type alpha or beta?", beta, alpha,-13.402830123901367,-14.964184761047363,1,1,1.561354637145996,1.561354637145996,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR8-v05,physics_decay_type_probe,latent_state_probing,beta_decay,1,5,easy,x_or_y,L2-BR8,True,2.0,relation_process,L2-BR8,L2-BR8,,"['emitted_charge_minus1', 'daughter_z_plus1', 'daughter_a_unchanged', 'antineutrino_emitted']",full_beta_process_spec,,5,"['SE', 'IC']",2,1,False,False,False,False,False,,L2-BR8,beta,,,False,False,False,process,combination,True,
"A nucleus undergoes a decay process. A −1e particle and antineutrino are released; Z increases by 1, A is conserved. Is the decay type alpha or beta?", beta, alpha,-12.568056106567383,-14.752096176147461,1,1,2.184040069580078,2.184040069580078,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR8-v06,physics_decay_type_probe,latent_state_probing,beta_decay,1,6,easy,x_or_y,L2-BR8,True,2.0,relation_process,L2-BR8,L2-BR8,,"['emitted_charge_minus1', 'daughter_z_plus1', 'daughter_a_unchanged', 'antineutrino_emitted']",full_beta_process_spec,,6,"['SE', 'IC']",2,1,False,False,False,False,False,,L2-BR8,beta,,,False,False,False,process,combination,True,
A nucleus undergoes a decay process. The emitted −1e particle is accompanied by an antineutrino; the daughter has Z+1 and A unchanged. Is the decay type alpha or beta?, beta, alpha,-13.229729652404785,-14.581022262573242,1,1,1.351292610168457,1.351292610168457,True,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR8-v07,physics_decay_type_probe,latent_state_probing,beta_decay,1,7,easy,x_or_y,L2-BR8,True,2.0,relation_process,L2-BR8,L2-BR8,,"['emitted_charge_minus1', 'daughter_z_plus1', 'daughter_a_unchanged', 'antineutrino_emitted']",full_beta_process_spec,,7,"['SE', 'IC']",2,1,False,False,False,False,False,,L2-BR8,beta,,,False,False,False,process,combination,True,
"A nucleus undergoes a decay process. Z+1, A conserved, charge −1e emitted, antineutrino released — this is the full description of this decay. Is the decay type alpha or beta?", beta, alpha,-11.593080520629883,-13.377105712890625,1,1,1.7840251922607422,1.7840251922607422,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L2-BR8-v08,physics_decay_type_probe,latent_state_probing,beta_decay,1,8,easy,x_or_y,L2-BR8,True,2.0,relation_process,L2-BR8,L2-BR8,,"['emitted_charge_minus1', 'daughter_z_plus1', 'daughter_a_unchanged', 'antineutrino_emitted']",full_beta_process_spec,,8,"['SE', 'IC']",2,1,False,False,False,False,False,,L2-BR8,beta,,,False,False,False,process,combination,True,
A nucleus undergoes a decay process. The emitted particle has charge +2e and mass number 4. Is the decay type alpha or beta?, alpha, beta,-16.76959800720215,-18.312116622924805,1,1,1.5425186157226562,1.5425186157226562,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,CP-L2-01-v01,physics_decay_type_probe,latent_state_probing,alpha_decay,0,1,easy,x_or_y,CP-L2-01,True,2.0,relation_process,CP-L2-01,CP-L2-01,,[],,,1,['CP'],2,2,False,False,False,False,False,,CP-L2-01,alpha,CP-L2-01,alpha_member,False,False,False,emission,combination,True,CP discriminant: charge sign/magnitude and mass magnitude
A nucleus undergoes a decay process. The emitted particle has charge −1e and negligible mass. Is the decay type alpha or beta?, beta, alpha,-16.645931243896484,-16.68486785888672,1,1,0.038936614990234375,0.038936614990234375,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,CP-L2-01-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,easy,x_or_y,CP-L2-01,True,2.0,relation_process,CP-L2-01,CP-L2-01,,[],,,2,['CP'],2,2,False,False,False,False,False,,CP-L2-01,beta,CP-L2-01,beta_member,False,False,False,emission,combination,True,CP discriminant: charge sign/magnitude and mass magnitude
A nucleus undergoes a decay process. The daughter nucleus has atomic number 2 lower and mass number 4 lower than the parent. Is the decay type alpha or beta?, alpha, beta,-16.221359252929688,-17.51311683654785,1,1,1.291757583618164,1.291757583618164,True,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,CP-L2-02-v01,physics_decay_type_probe,latent_state_probing,alpha_decay,0,1,easy,x_or_y,CP-L2-02,True,2.0,relation_process,CP-L2-02,CP-L2-02,,[],,,1,['CP'],2,2,False,False,False,False,False,,CP-L2-02,alpha,CP-L2-02,alpha_member,False,False,False,emission,combination,True,CP discriminant: direction and magnitude of Z; whether A changes
A nucleus undergoes a decay process. The daughter nucleus has atomic number 1 higher and the same mass number as the parent. Is the decay type alpha or beta?, beta, alpha,-15.843088150024414,-16.362586975097656,1,1,0.5194988250732422,0.5194988250732422,True,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,CP-L2-02-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,easy,x_or_y,CP-L2-02,True,2.0,relation_process,CP-L2-02,CP-L2-02,,[],,,2,['CP'],2,2,False,False,False,False,False,,CP-L2-02,beta,CP-L2-02,beta_member,False,False,False,emission,combination,True,CP discriminant: direction and magnitude of Z; whether A changes
